id,category,subtype,text,pose,favor_delta,anger_delta,weight
tech_03878,tech,mosfet_bias,じゃあ次はMOSFETの動作点から始めるのが好き。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいよ。ACで利得と位相を見てみたいな。 ちゃんと余裕を残しておくと、PVTで慌てなくて済むかも。,jump_018,1,-1,1
tech_03879,tech,mosfet_bias,じゃあ次はMOSFETの動作点から始めるのが好き。 ちゃんと余裕を残しておくと、PVTで慌てなくて済むかも。 それでね、VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいから、tranで大信号の動きも確認しよ。,jump_019,1,-1,1
tech_03880,tech,mosfet_bias,じゃあ次はMOSFETの動作点から始めるのが好き。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいの。わたしならMonte Carloでばらつきまで見ておくと安心だよ。 たぶんこの順番が分かりやすいよ。,jump_020,1,-1,1
tech_03881,tech,mosfet_bias,じゃあ次はMOSFETの動作点から始めるのが好き。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいかな。ちゃんと余裕を残しておくと、PVTで慌てなくて済むかも。 PEX後でも同じ傾向か確認したいな。,idle_001,1,-1,1
tech_03882,tech,mosfet_bias,じゃあ次はMOSFETの動作点から始めるのが好き。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいんだよね。入力範囲の端でも崩れないか見てみよ。 ちょっと細かいけど、あとで効いてくるんだよね。,idle_002,1,-1,1
tech_03883,tech,mosfet_bias,じゃあ次はMOSFETの動作点から始めるのが好き。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいから、DC動作点も一緒に見たいな。理想式だけで決めずに、最後はSPICEでも確認したいな。,idle_003,1,-1,1
tech_03884,tech,mosfet_bias,じゃあ次はMOSFETの動作点から始めるのが好き。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいよ。ACで利得と位相を見てみたいな。 理想式だけで決めずに、最後はSPICEでも確認したいな。,idle_004,1,-1,1
tech_03885,tech,mosfet_bias,じゃあ次はMOSFETの動作点から始めるのが好き。 理想式だけで決めずに、最後はSPICEでも確認したいな。 それでね、VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいから、tranで大信号の動きも確認しよ。,idle_005,1,-1,1
tech_03886,tech,mosfet_bias,じゃあ次はMOSFETの動作点から始めるのが好き。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいの。わたしならMonte Carloでばらつきまで見ておくと安心だよ。 どうかな。,idle_006,1,-1,1
tech_03887,tech,mosfet_bias,じゃあ次はMOSFETの動作点から始めるのが好き。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいかな。理想式だけで決めずに、最後はSPICEでも確認したいな。 PEX後でも同じ傾向か確認したいな。,idle_007,1,-1,1
tech_03888,tech,mosfet_bias,じゃあ次はMOSFETの動作点から始めるのが好き。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいんだよね。入力範囲の端でも崩れないか見てみよ。 うん、これでだいぶ見通しよくなるはず。,idle_008,1,-1,1
tech_03889,tech,mosfet_bias,じゃあ次はMOSFETの動作点から始めるのが好き。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいから、DC動作点も一緒に見たいな。ここ、実際のレイアウトまで想像すると見え方が変わるよ。,idle_009,1,-1,1
tech_03890,tech,mosfet_bias,じゃあ次はMOSFETの動作点から始めるのが好き。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいよ。ACで利得と位相を見てみたいな。 ここ、実際のレイアウトまで想像すると見え方が変わるよ。,idle_010,1,-1,1
tech_03891,tech,mosfet_bias,じゃあ次はMOSFETの動作点から始めるのが好き。 ここ、実際のレイアウトまで想像すると見え方が変わるよ。 それでね、VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいから、tranで大信号の動きも確認しよ。,idle_011,1,-1,1
tech_03892,tech,mosfet_bias,じゃあ次はMOSFETの動作点から始めるのが好き。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいの。わたしならMonte Carloでばらつきまで見ておくと安心だよ。 ここまで見えたら、次に進んでよさそう。,idle_012,1,-1,1
tech_03893,tech,mosfet_bias,じゃあ次はMOSFETの動作点から始めるのが好き。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいかな。ここ、実際のレイアウトまで想像すると見え方が変わるよ。 PEX後でも同じ傾向か確認したいな。,idle_013,1,-1,1
tech_03894,tech,mosfet_bias,じゃあ次はMOSFETの動作点から始めるのが好き。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいんだよね。入力範囲の端でも崩れないか見てみよ。 一緒に見てみよっか。,idle_014,1,-1,1
tech_03895,tech,mosfet_bias,じゃあ次はMOSFETの動作点から始めるのが好き。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいから、DC動作点も一緒に見たいな。わたしなら改善前と改善後を並べて、差を見てみるかな。,idle_015,1,-1,1
tech_03896,tech,mosfet_bias,じゃあ次はMOSFETの動作点から始めるのが好き。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいよ。ACで利得と位相を見てみたいな。 わたしなら改善前と改善後を並べて、差を見てみるかな。,idle_016,1,-1,1
tech_03897,tech,mosfet_bias,じゃあ次はMOSFETの動作点から始めるのが好き。 わたしなら改善前と改善後を並べて、差を見てみるかな。 それでね、VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいから、tranで大信号の動きも確認しよ。,idle_017,1,-1,1
tech_03898,tech,mosfet_bias,じゃあ次はMOSFETの動作点から始めるのが好き。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいの。わたしならMonte Carloでばらつきまで見ておくと安心だよ。 一緒に見てみよっか。,idle_018,1,-1,1
tech_03899,tech,mosfet_bias,じゃあ次はMOSFETの動作点から始めるのが好き。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいかな。わたしなら改善前と改善後を並べて、差を見てみるかな。 PEX後でも同じ傾向か確認したいな。,idle_019,1,-1,1
tech_03900,tech,mosfet_bias,じゃあ次はMOSFETの動作点から始めるのが好き。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいんだよね。入力範囲の端でも崩れないか見てみよ。 ここ、ちゃんと押さえられたら強いよ。,idle_020,1,-1,1
tech_03901,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいから、DC動作点も一緒に見たいな。ここが分かると、次の判断がしやすいんだよね。,idle_021,1,-1,1
tech_03902,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいよ。ACで利得と位相を見てみたいな。 ここが分かると、次の判断がしやすいんだよね。,idle_022,1,-1,1
tech_03903,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 ここが分かると、次の判断がしやすいんだよね。 それでね、VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいから、tranで大信号の動きも確認しよ。,idle_023,1,-1,1
tech_03904,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいの。わたしならPVTを振っても同じ説明が通るか見たいね。 わたしはこんな感じで見てるよ。,idle_024,1,-1,1
tech_03905,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいかな。ここが分かると、次の判断がしやすいんだよね。 Monte Carloでばらつきまで見ておくと安心だよ。,idle_025,1,-1,1
tech_03906,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいんだよね。PEX後でも同じ傾向か確認したいな。 ここまで見えたら、次に進んでよさそう。,idle_026,1,-1,1
tech_03907,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいから、DC動作点も一緒に見たいな。ここを曖昧にすると、あとで波形を見ても迷いやすいの。,idle_027,1,-1,1
tech_03908,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいよ。ACで利得と位相を見てみたいな。 ここを曖昧にすると、あとで波形を見ても迷いやすいの。,idle_028,1,-1,1
tech_03909,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 ここを曖昧にすると、あとで波形を見ても迷いやすいの。 それでね、VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいから、tranで大信号の動きも確認しよ。,idle_029,1,-1,1
tech_03910,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいの。わたしならPVTを振っても同じ説明が通るか見たいね。 これなら整理しやすいと思う。,idle_030,1,-1,1
tech_03911,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいかな。ここを曖昧にすると、あとで波形を見ても迷いやすいの。 Monte Carloでばらつきまで見ておくと安心だよ。,idle_031,1,-1,1
tech_03912,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいんだよね。PEX後でも同じ傾向か確認したいな。 これなら整理しやすいと思う。,idle_032,1,-1,1
tech_03913,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいから、DC動作点も一緒に見たいな。わたしは数式だけじゃなくて、波形も一緒に見るようにしてるよ。,idle_033,1,-1,1
tech_03914,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいよ。ACで利得と位相を見てみたいな。 わたしは数式だけじゃなくて、波形も一緒に見るようにしてるよ。,idle_034,1,-1,1
tech_03915,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 わたしは数式だけじゃなくて、波形も一緒に見るようにしてるよ。 それでね、VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいから、tranで大信号の動きも確認しよ。,idle_035,1,-1,1
tech_03916,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいの。わたしならPVTを振っても同じ説明が通るか見たいね。 ここ、ちゃんと押さえられたら強いよ。,idle_036,1,-1,1
tech_03917,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいかな。わたしは数式だけじゃなくて、波形も一緒に見るようにしてるよ。 Monte Carloでばらつきまで見ておくと安心だよ。,idle_037,1,-1,1
tech_03918,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいんだよね。PEX後でも同じ傾向か確認したいな。 どうかな。,idle_038,1,-1,1
tech_03919,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいから、DC動作点も一緒に見たいな。このへん、地味だけど設計の性格が出るところなんだよね。,idle_039,1,-1,1
tech_03920,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいよ。ACで利得と位相を見てみたいな。 このへん、地味だけど設計の性格が出るところなんだよね。,idle_040,1,-1,1
tech_03921,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 このへん、地味だけど設計の性格が出るところなんだよね。 それでね、VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいから、tranで大信号の動きも確認しよ。,idle_041,1,-1,1
tech_03922,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいの。わたしならPVTを振っても同じ説明が通るか見たいね。 うん、これでだいぶ見通しよくなるはず。,idle_042,1,-1,1
tech_03923,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいかな。このへん、地味だけど設計の性格が出るところなんだよね。 Monte Carloでばらつきまで見ておくと安心だよ。,idle_043,1,-1,1
tech_03924,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいんだよね。PEX後でも同じ傾向か確認したいな。 わたしはこんな感じで見てるよ。,idle_044,1,-1,1
tech_03925,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいから、DC動作点も一緒に見たいな。一個ずつ切り分けると、意外とすぐ原因が見えてくるよ。,idle_045,1,-1,1
tech_03926,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいよ。ACで利得と位相を見てみたいな。 一個ずつ切り分けると、意外とすぐ原因が見えてくるよ。,idle_046,1,-1,1
tech_03927,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 一個ずつ切り分けると、意外とすぐ原因が見えてくるよ。 それでね、VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいから、tranで大信号の動きも確認しよ。,idle_047,1,-1,1
tech_03928,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいの。わたしならPVTを振っても同じ説明が通るか見たいね。 ここ、好きなポイントなんだよね。,idle_048,1,-1,1
tech_03929,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいかな。一個ずつ切り分けると、意外とすぐ原因が見えてくるよ。 Monte Carloでばらつきまで見ておくと安心だよ。,idle_049,1,-1,1
tech_03930,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいんだよね。PEX後でも同じ傾向か確認したいな。 たぶんこの順番が分かりやすいよ。,idle_050,1,-1,1
tech_03931,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいから、DC動作点も一緒に見たいな。ここまで言葉にできると、レビューでも説明しやすいよ。,idle_051,1,-1,1
tech_03932,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいよ。ACで利得と位相を見てみたいな。 ここまで言葉にできると、レビューでも説明しやすいよ。,idle_052,1,-1,1
tech_03933,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 ここまで言葉にできると、レビューでも説明しやすいよ。 それでね、VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいから、tranで大信号の動きも確認しよ。,idle_053,1,-1,1
tech_03934,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいの。わたしならMonte Carloでばらつきまで見ておくと安心だよ。 ちょっと細かいけど、あとで効いてくるんだよね。,idle_054,1,-1,1
tech_03935,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいかな。ここまで言葉にできると、レビューでも説明しやすいよ。 PEX後でも同じ傾向か確認したいな。,idle_055,1,-1,1
tech_03936,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいんだよね。入力範囲の端でも崩れないか見てみよ。 ここ、好きなポイントなんだよね。,idle_056,1,-1,1
tech_03937,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいから、DC動作点も一緒に見たいな。ちゃんと余裕を残しておくと、PVTで慌てなくて済むかも。,idle_057,1,-1,1
tech_03938,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいよ。ACで利得と位相を見てみたいな。 ちゃんと余裕を残しておくと、PVTで慌てなくて済むかも。,idle_058,1,-1,1
tech_03939,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 ちゃんと余裕を残しておくと、PVTで慌てなくて済むかも。 それでね、VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいから、tranで大信号の動きも確認しよ。,idle_059,1,-1,1
tech_03940,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいの。わたしならMonte Carloでばらつきまで見ておくと安心だよ。 たぶんこの順番が分かりやすいよ。,idle_060,1,-1,1
tech_03941,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいかな。ちゃんと余裕を残しておくと、PVTで慌てなくて済むかも。 PEX後でも同じ傾向か確認したいな。,idle_061,1,-1,1
tech_03942,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいんだよね。入力範囲の端でも崩れないか見てみよ。 ちょっと細かいけど、あとで効いてくるんだよね。,idle_062,1,-1,1
tech_03943,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいから、DC動作点も一緒に見たいな。理想式だけで決めずに、最後はSPICEでも確認したいな。,idle_063,1,-1,1
tech_03944,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいよ。ACで利得と位相を見てみたいな。 理想式だけで決めずに、最後はSPICEでも確認したいな。,idle_064,1,-1,1
tech_03945,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 理想式だけで決めずに、最後はSPICEでも確認したいな。 それでね、VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいから、tranで大信号の動きも確認しよ。,idle_065,1,-1,1
tech_03946,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいの。わたしならMonte Carloでばらつきまで見ておくと安心だよ。 どうかな。,idle_066,1,-1,1
tech_03947,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいかな。理想式だけで決めずに、最後はSPICEでも確認したいな。 PEX後でも同じ傾向か確認したいな。,idle_067,1,-1,1
tech_03948,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいんだよね。入力範囲の端でも崩れないか見てみよ。 うん、これでだいぶ見通しよくなるはず。,idle_068,1,-1,1
tech_03949,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいから、DC動作点も一緒に見たいな。ここ、実際のレイアウトまで想像すると見え方が変わるよ。,idle_069,1,-1,1
tech_03950,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいよ。ACで利得と位相を見てみたいな。 ここ、実際のレイアウトまで想像すると見え方が変わるよ。,idle_070,1,-1,1
tech_03951,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 ここ、実際のレイアウトまで想像すると見え方が変わるよ。 それでね、VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいから、tranで大信号の動きも確認しよ。,idle_071,1,-1,1
tech_03952,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいの。わたしならMonte Carloでばらつきまで見ておくと安心だよ。 ここまで見えたら、次に進んでよさそう。,idle_072,1,-1,1
tech_03953,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいかな。ここ、実際のレイアウトまで想像すると見え方が変わるよ。 PEX後でも同じ傾向か確認したいな。,idle_073,1,-1,1
tech_03954,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいんだよね。入力範囲の端でも崩れないか見てみよ。 一緒に見てみよっか。,idle_074,1,-1,1
tech_03955,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいから、DC動作点も一緒に見たいな。わたしなら改善前と改善後を並べて、差を見てみるかな。,idle_075,1,-1,1
tech_03956,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいよ。ACで利得と位相を見てみたいな。 わたしなら改善前と改善後を並べて、差を見てみるかな。,idle_076,1,-1,1
tech_03957,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 わたしなら改善前と改善後を並べて、差を見てみるかな。 それでね、VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいから、tranで大信号の動きも確認しよ。,idle_077,1,-1,1
tech_03958,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいの。わたしならMonte Carloでばらつきまで見ておくと安心だよ。 一緒に見てみよっか。,idle_078,1,-1,1
tech_03959,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいかな。わたしなら改善前と改善後を並べて、差を見てみるかな。 PEX後でも同じ傾向か確認したいな。,idle_079,1,-1,1
tech_03960,tech,mosfet_bias,じゃあ次はMOSFETの動作点を丁寧に追ってみよっか。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいんだよね。入力範囲の端でも崩れないか見てみよ。 ここ、ちゃんと押さえられたら強いよ。,idle_080,1,-1,1
tech_03961,tech,mosfet_bias,じゃあ次はMOSFETの動作点を一回整理してみたいな。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいから、DC動作点も一緒に見たいな。ここが分かると、次の判断がしやすいんだよね。,teach_001,1,-1,1
tech_03962,tech,mosfet_bias,じゃあ次はMOSFETの動作点を一回整理してみたいな。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいよ。ACで利得と位相を見てみたいな。 ここが分かると、次の判断がしやすいんだよね。,teach_002,1,-1,1
tech_03963,tech,mosfet_bias,じゃあ次はMOSFETの動作点を一回整理してみたいな。 ここが分かると、次の判断がしやすいんだよね。 それでね、VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいから、tranで大信号の動きも確認しよ。,teach_003,1,-1,1
tech_03964,tech,mosfet_bias,じゃあ次はMOSFETの動作点を一回整理してみたいな。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいの。わたしならPVTを振っても同じ説明が通るか見たいね。 わたしはこんな感じで見てるよ。,teach_004,1,-1,1
tech_03965,tech,mosfet_bias,じゃあ次はMOSFETの動作点を一回整理してみたいな。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいかな。ここが分かると、次の判断がしやすいんだよね。 Monte Carloでばらつきまで見ておくと安心だよ。,teach_005,1,-1,1
tech_03966,tech,mosfet_bias,じゃあ次はMOSFETの動作点を一回整理してみたいな。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいんだよね。PEX後でも同じ傾向か確認したいな。 ここまで見えたら、次に進んでよさそう。,teach_006,1,-1,1
tech_03967,tech,mosfet_bias,じゃあ次はMOSFETの動作点を一回整理してみたいな。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいから、DC動作点も一緒に見たいな。ここを曖昧にすると、あとで波形を見ても迷いやすいの。,teach_007,1,-1,1
tech_03968,tech,mosfet_bias,じゃあ次はMOSFETの動作点を一回整理してみたいな。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいよ。ACで利得と位相を見てみたいな。 ここを曖昧にすると、あとで波形を見ても迷いやすいの。,teach_008,1,-1,1
tech_03969,tech,mosfet_bias,じゃあ次はMOSFETの動作点を一回整理してみたいな。 ここを曖昧にすると、あとで波形を見ても迷いやすいの。 それでね、VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいから、tranで大信号の動きも確認しよ。,teach_009,1,-1,1
tech_03970,tech,mosfet_bias,じゃあ次はMOSFETの動作点を一回整理してみたいな。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいの。わたしならPVTを振っても同じ説明が通るか見たいね。 これなら整理しやすいと思う。,teach_010,1,-1,1
tech_03971,tech,mosfet_bias,じゃあ次はMOSFETの動作点を一回整理してみたいな。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいかな。ここを曖昧にすると、あとで波形を見ても迷いやすいの。 Monte Carloでばらつきまで見ておくと安心だよ。,teach_011,1,-1,1
tech_03972,tech,mosfet_bias,じゃあ次はMOSFETの動作点を一回整理してみたいな。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいんだよね。PEX後でも同じ傾向か確認したいな。 これなら整理しやすいと思う。,teach_012,1,-1,1
tech_03973,tech,mosfet_bias,じゃあ次はMOSFETの動作点を一回整理してみたいな。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいから、DC動作点も一緒に見たいな。わたしは数式だけじゃなくて、波形も一緒に見るようにしてるよ。,teach_013,1,-1,1
tech_03974,tech,mosfet_bias,じゃあ次はMOSFETの動作点を一回整理してみたいな。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいよ。ACで利得と位相を見てみたいな。 わたしは数式だけじゃなくて、波形も一緒に見るようにしてるよ。,teach_014,1,-1,1
tech_03975,tech,mosfet_bias,じゃあ次はMOSFETの動作点を一回整理してみたいな。 わたしは数式だけじゃなくて、波形も一緒に見るようにしてるよ。 それでね、VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいから、tranで大信号の動きも確認しよ。,teach_015,1,-1,1
tech_03976,tech,mosfet_bias,じゃあ次はMOSFETの動作点を一回整理してみたいな。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいの。わたしならPVTを振っても同じ説明が通るか見たいね。 ここ、ちゃんと押さえられたら強いよ。,teach_016,1,-1,1
tech_03977,tech,mosfet_bias,じゃあ次はMOSFETの動作点を一回整理してみたいな。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいかな。わたしは数式だけじゃなくて、波形も一緒に見るようにしてるよ。 Monte Carloでばらつきまで見ておくと安心だよ。,teach_017,1,-1,1
tech_03978,tech,mosfet_bias,じゃあ次はMOSFETの動作点を一回整理してみたいな。 VGSとVDSを先に見て、飽和領域にちゃんと入っているか確認したいんだよね。PEX後でも同じ傾向か確認したいな。 どうかな。,teach_018,1,-1,1
